,employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time,attrition pred
3869,3870.0,0,38.0,Travel_Frequently,Research & Development,19.0,2,Life Sciences,1.0,Male,2,Research Scientist,Married,24510.0,7.0,Y,12.0,8.0,1,19.0,3.0,13.0,2.0,9.0,4.0,4.0,4.0,3,3,7.185211805555552,0
3870,3871.0,0,29.0,Travel_Rarely,Research & Development,1.0,2,Medical,1.0,Male,2,Sales Representative,Divorced,42400.0,1.0,Y,14.0,8.0,0,10.0,2.0,10.0,0.0,9.0,1.0,2.0,2.0,2,3,10.688967391304349,0
3871,3872.0,0,33.0,Travel_Rarely,Research & Development,7.0,3,Medical,1.0,Male,5,Sales Executive,Divorced,109990.0,1.0,Y,18.0,8.0,3,6.0,3.0,6.0,0.0,4.0,4.0,4.0,3.0,2,3,6.380850480109739,0
3872,3873.0,0,32.0,Travel_Rarely,Research & Development,5.0,4,Technical Degree,1.0,Male,5,Research Scientist,Divorced,50030.0,0.0,Y,13.0,8.0,0,10.0,5.0,9.0,1.0,6.0,4.0,2.0,2.0,3,3,6.61519212962963,0
3873,3874.0,0,31.0,Travel_Rarely,Research & Development,28.0,4,Technical Degree,1.0,Female,2,Sales Executive,Married,127420.0,1.0,Y,11.0,8.0,0,10.0,4.0,10.0,0.0,2.0,1.0,4.0,3.0,2,3,7.401361585944919,0
3874,3875.0,0,49.0,Travel_Rarely,Research & Development,2.0,4,Medical,1.0,Male,1,Laboratory Technician,Divorced,42270.0,4.0,Y,18.0,8.0,0,17.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2,3,9.711996151996148,0
3875,3876.0,0,38.0,Travel_Frequently,Sales,29.0,2,Medical,1.0,Female,1,Sales Executive,Single,39170.0,1.0,Y,15.0,8.0,3,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3,3,7.781927966101696,0
3876,3877.0,0,47.0,Travel_Rarely,Research & Development,1.0,4,Medical,1.0,Male,3,Laboratory Technician,Divorced,183030.0,6.0,Y,22.0,8.0,1,29.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2,4,6.705334255417238,0
3877,3878.0,0,49.0,Travel_Rarely,Research & Development,21.0,3,Medical,1.0,Male,2,Manufacturing Director,Single,23800.0,4.0,Y,13.0,8.0,0,23.0,3.0,8.0,0.0,0.0,3.0,3.0,3.0,1,3,6.390048879351456,0
3878,3879.0,0,41.0,Travel_Rarely,Research & Development,24.0,4,Life Sciences,1.0,Female,4,Manager,Single,137260.0,3.0,Y,12.0,8.0,0,21.0,6.0,2.0,0.0,2.0,4.0,3.0,3.0,4,3,10.995572424651376,0
3879,3880.0,0,20.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Male,1,Sales Representative,Single,47770.0,1.0,Y,18.0,8.0,1,2.0,3.0,2.0,0.0,2.0,4.0,1.0,3.0,3,3,7.722351532567048,0
3880,3881.0,0,33.0,Non-Travel,Research & Development,18.0,2,Medical,1.0,Female,2,Healthcare Representative,Divorced,63850.0,1.0,Y,13.0,8.0,0,7.0,6.0,6.0,1.0,2.0,3.0,4.0,3.0,2,3,9.514089068825912,0
3881,3882.0,0,36.0,Travel_Rarely,Research & Development,2.0,2,Technical Degree,1.0,Male,3,Sales Executive,Married,199730.0,6.0,Y,12.0,8.0,0,10.0,2.0,3.0,0.0,2.0,1.0,3.0,2.0,3,3,6.011818287037041,0
3882,3883.0,0,44.0,Travel_Rarely,Research & Development,9.0,3,Technical Degree,1.0,Female,3,Healthcare Representative,Divorced,68610.0,4.0,Y,12.0,8.0,0,8.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2,3,8.514237588652486,0
3883,3884.0,1,23.0,Travel_Rarely,Human Resources,6.0,3,Life Sciences,1.0,Female,3,Laboratory Technician,Single,49690.0,1.0,Y,12.0,8.0,0,5.0,3.0,5.0,1.0,2.0,4.0,3.0,3.0,3,3,8.11039419087137,1
3884,3885.0,0,38.0,Travel_Rarely,Research & Development,11.0,2,Life Sciences,1.0,Male,1,Sales Executive,Married,198450.0,7.0,Y,11.0,8.0,1,7.0,3.0,0.0,0.0,0.0,4.0,3.0,2.0,3,3,7.406556283357593,0
3885,3886.0,0,53.0,Travel_Rarely,Research & Development,24.0,3,Life Sciences,1.0,Male,4,Research Director,Married,133200.0,3.0,Y,11.0,8.0,0,11.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,3,3,8.025557950191567,0
3886,3887.0,1,48.0,Travel_Frequently,Sales,10.0,2,Marketing,1.0,Male,1,Healthcare Representative,Married,63470.0,2.0,Y,12.0,8.0,1,19.0,3.0,9.0,7.0,7.0,4.0,3.0,3.0,1,3,9.921207929921623,1
3887,3888.0,1,32.0,Travel_Rarely,Sales,1.0,3,Life Sciences,1.0,Male,2,Research Scientist,Single,27430.0,1.0,Y,19.0,8.0,1,1.0,2.0,1.0,0.0,0.0,4.0,2.0,3.0,3,3,7.502065118397085,1
3888,3889.0,0,26.0,Non-Travel,Research & Development,18.0,2,Medical,1.0,Male,1,Human Resources,Single,108800.0,1.0,Y,23.0,8.0,1,7.0,5.0,7.0,5.0,7.0,4.0,4.0,3.0,3,4,7.179538958045182,0
3889,3890.0,0,55.0,Travel_Rarely,Research & Development,23.0,1,Life Sciences,1.0,Male,5,Laboratory Technician,Divorced,23420.0,5.0,Y,11.0,8.0,2,8.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,3,3,7.683146551724133,0
3890,3891.0,0,34.0,Travel_Rarely,Sales,28.0,3,Life Sciences,1.0,Female,2,Research Scientist,Married,176500.0,1.0,Y,19.0,8.0,1,15.0,6.0,15.0,4.0,13.0,2.0,4.0,4.0,1,3,7.971089569160996,0
3891,3892.0,0,60.0,Travel_Rarely,Sales,17.0,4,Medical,1.0,Male,1,Manager,Divorced,40250.0,3.0,Y,13.0,8.0,1,19.0,5.0,1.0,0.0,0.0,3.0,4.0,4.0,2,3,6.223042824074073,0
3892,3893.0,0,33.0,Travel_Rarely,Sales,3.0,3,Life Sciences,1.0,Male,3,Manager,Married,97250.0,1.0,Y,11.0,8.0,0,14.0,0.0,14.0,2.0,13.0,2.0,2.0,3.0,3,3,7.8237838468720815,0
3893,3894.0,0,37.0,Travel_Frequently,Research & Development,13.0,3,Life Sciences,1.0,Male,1,Laboratory Technician,Divorced,119040.0,1.0,Y,12.0,8.0,1,6.0,4.0,6.0,1.0,3.0,3.0,4.0,2.0,3,3,6.5049905033238415,0
3894,3895.0,0,34.0,Travel_Rarely,Research & Development,7.0,2,Life Sciences,1.0,Male,1,Healthcare Representative,Married,21770.0,1.0,Y,13.0,8.0,0,10.0,5.0,10.0,8.0,7.0,2.0,4.0,3.0,3,3,7.099637377963732,0
3895,3896.0,1,23.0,Travel_Rarely,Research & Development,12.0,2,Medical,1.0,Male,2,Research Scientist,Divorced,75250.0,1.0,Y,14.0,8.0,2,3.0,2.0,3.0,0.0,2.0,3.0,4.0,3.0,3,3,9.224344070961711,1
3896,3897.0,0,44.0,Travel_Rarely,Human Resources,1.0,3,Life Sciences,1.0,Male,1,Research Scientist,Married,48340.0,1.0,Y,14.0,8.0,0,9.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,4,3,8.535351239669424,0
3897,3898.0,0,35.0,Travel_Frequently,Research & Development,13.0,3,Life Sciences,1.0,Male,3,Sales Executive,Single,20420.0,0.0,Y,16.0,8.0,0,6.0,2.0,5.0,1.0,4.0,1.0,4.0,4.0,3,3,8.188280313508532,0
3898,3899.0,0,43.0,Travel_Rarely,Research & Development,25.0,4,Life Sciences,1.0,Male,2,Sales Executive,Married,22200.0,1.0,Y,11.0,8.0,0,10.0,2.0,10.0,8.0,8.0,4.0,4.0,3.0,1,3,8.078224586288417,0
3899,3900.0,0,24.0,Travel_Rarely,Research & Development,6.0,3,Life Sciences,1.0,Male,3,Sales Executive,Married,10520.0,1.0,Y,13.0,8.0,0,5.0,3.0,5.0,0.0,4.0,3.0,3.0,3.0,3,3,6.70584013605442,0
3900,3901.0,0,41.0,Travel_Rarely,Sales,6.0,4,Marketing,1.0,Male,1,Research Scientist,Single,28210.0,1.0,Y,17.0,8.0,0,10.0,3.0,10.0,8.0,7.0,4.0,3.0,3.0,3,3,6.995156175488794,0
3901,3902.0,0,29.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1.0,Male,2,Research Scientist,Married,192370.0,9.0,Y,11.0,8.0,1,9.0,2.0,5.0,1.0,2.0,4.0,3.0,3.0,3,3,7.864863526570049,0
3902,3903.0,0,36.0,Travel_Rarely,Human Resources,1.0,4,Life Sciences,1.0,Female,3,Research Scientist,Single,41070.0,3.0,Y,11.0,8.0,1,17.0,2.0,13.0,6.0,7.0,3.0,4.0,2.0,1,3,6.277419278252614,0
3903,3904.0,0,45.0,Non-Travel,Sales,2.0,3,Life Sciences,1.0,Female,2,Manufacturing Director,Married,83960.0,3.0,Y,15.0,8.0,2,25.0,3.0,23.0,14.0,4.0,3.0,3.0,2.0,2,3,6.309411404796873,0
3904,3905.0,1,24.0,Travel_Rarely,Sales,6.0,2,Medical,1.0,Female,2,Manager,Married,20070.0,1.0,Y,12.0,8.0,0,1.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,2,3,6.410934557438794,1
3905,3906.0,1,47.0,Travel_Frequently,Research & Development,1.0,3,Medical,1.0,Female,2,Sales Executive,Married,196270.0,7.0,Y,11.0,8.0,2,25.0,1.0,23.0,14.0,10.0,3.0,3.0,1.0,3,3,6.805530092592595,1
3906,3907.0,0,26.0,Travel_Rarely,Research & Development,9.0,1,Medical,1.0,Male,1,Sales Executive,Married,106860.0,1.0,Y,14.0,8.0,1,3.0,2.0,3.0,0.0,2.0,4.0,3.0,4.0,3,3,7.701706183170614,0
3907,3908.0,0,45.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1.0,Male,1,Research Director,Single,29420.0,1.0,Y,22.0,8.0,1,21.0,4.0,21.0,8.0,6.0,4.0,2.0,3.0,3,4,6.575021186440677,0
3908,3909.0,0,32.0,Travel_Frequently,Sales,1.0,1,Marketing,1.0,Male,2,Laboratory Technician,Married,88580.0,6.0,Y,16.0,8.0,1,10.0,2.0,5.0,1.0,3.0,1.0,3.0,2.0,3,3,6.894498171010523,0
3909,3910.0,0,31.0,Travel_Rarely,Research & Development,14.0,2,Life Sciences,1.0,Male,1,Sales Executive,Married,167560.0,1.0,Y,11.0,8.0,2,6.0,5.0,5.0,0.0,3.0,2.0,3.0,4.0,3,3,7.224268115942027,0
3910,3911.0,0,41.0,Non-Travel,Sales,2.0,2,Medical,1.0,Male,2,Research Scientist,Married,107980.0,2.0,Y,14.0,8.0,2,10.0,5.0,3.0,1.0,2.0,3.0,2.0,3.0,1,3,7.710550786838341,0
3911,3912.0,0,40.0,Travel_Rarely,Research & Development,22.0,2,Technical Degree,1.0,Male,1,Healthcare Representative,Married,23230.0,2.0,Y,16.0,8.0,1,18.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3,3,9.816450488145051,0
3912,3913.0,0,24.0,Travel_Rarely,Research & Development,3.0,3,Life Sciences,1.0,Female,1,Research Scientist,Divorced,14160.0,1.0,Y,15.0,8.0,1,6.0,3.0,6.0,1.0,2.0,2.0,1.0,4.0,2,3,5.979858229598895,0
3913,3914.0,0,46.0,Travel_Rarely,Research & Development,6.0,3,Medical,1.0,Male,4,Sales Executive,Single,46150.0,6.0,Y,12.0,8.0,0,19.0,3.0,10.0,0.0,9.0,3.0,2.0,3.0,2,3,7.615646551724141,0
3914,3915.0,0,35.0,Travel_Rarely,Sales,8.0,4,Life Sciences,1.0,Male,1,Laboratory Technician,Married,24610.0,2.0,Y,20.0,8.0,1,17.0,4.0,7.0,0.0,7.0,4.0,3.0,3.0,3,4,7.405883101851851,0
3915,3916.0,0,30.0,Travel_Rarely,Sales,9.0,4,Marketing,1.0,Male,1,Laboratory Technician,Married,87220.0,1.0,Y,17.0,8.0,1,10.0,3.0,10.0,0.0,8.0,2.0,4.0,2.0,3,3,7.315814009661836,0
3916,3917.0,0,47.0,Non-Travel,Research & Development,3.0,2,Life Sciences,1.0,Female,2,Sales Executive,Married,39550.0,7.0,Y,12.0,8.0,1,4.0,5.0,1.0,0.0,0.0,3.0,2.0,1.0,3,3,7.717876647834277,0
3917,3918.0,0,46.0,Travel_Rarely,Research & Development,1.0,4,Technical Degree,1.0,Female,3,Sales Executive,Divorced,99570.0,4.0,Y,20.0,8.0,0,13.0,1.0,10.0,0.0,3.0,3.0,4.0,2.0,3,4,9.827860750360747,0
3918,3919.0,1,36.0,Travel_Rarely,Research & Development,1.0,3,Medical,1.0,Male,2,Manufacturing Director,Divorced,33760.0,5.0,Y,20.0,8.0,0,16.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3,4,10.412180611785876,1
3919,3920.0,1,32.0,Travel_Rarely,Research & Development,26.0,3,Medical,1.0,Female,2,Research Director,Single,88230.0,6.0,Y,13.0,8.0,2,10.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,3,3,6.987964580300822,1
3920,3921.0,0,23.0,Travel_Rarely,Sales,6.0,4,Life Sciences,1.0,Male,3,Manufacturing Director,Single,103220.0,1.0,Y,14.0,8.0,2,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3,3,6.006363636363636,0
3921,3922.0,0,31.0,Travel_Frequently,Sales,3.0,3,Marketing,1.0,Male,2,Sales Executive,Single,46210.0,2.0,Y,18.0,8.0,1,9.0,3.0,5.0,1.0,4.0,4.0,4.0,2.0,3,3,6.496436988936992,0
3922,3923.0,0,39.0,Non-Travel,Research & Development,3.0,3,Life Sciences,1.0,Female,2,Manufacturing Director,Married,109760.0,1.0,Y,11.0,8.0,0,9.0,3.0,9.0,5.0,8.0,4.0,4.0,3.0,2,3,10.19331481481482,0
3923,3924.0,0,32.0,Travel_Rarely,Research & Development,6.0,3,Technical Degree,1.0,Male,1,Research Scientist,Married,36600.0,3.0,Y,11.0,8.0,2,10.0,0.0,4.0,0.0,2.0,4.0,3.0,1.0,2,3,7.591640482695804,0
3924,3925.0,0,40.0,Travel_Rarely,Sales,6.0,3,Life Sciences,1.0,Male,3,Manufacturing Director,Single,104820.0,1.0,Y,11.0,8.0,1,21.0,6.0,21.0,12.0,8.0,2.0,2.0,2.0,2,3,7.906473799126641,0
3925,3926.0,0,45.0,Travel_Rarely,Research & Development,19.0,4,Medical,1.0,Male,1,Sales Representative,Married,71190.0,4.0,Y,15.0,8.0,0,9.0,2.0,5.0,0.0,3.0,3.0,3.0,4.0,3,3,7.790443469785574,0
3926,3927.0,0,30.0,Travel_Frequently,Sales,9.0,3,Life Sciences,1.0,Male,1,Research Director,Single,95820.0,0.0,Y,12.0,8.0,1,10.0,2.0,9.0,0.0,7.0,4.0,1.0,3.0,3,3,6.214679580896682,0
3927,3928.0,0,24.0,Travel_Frequently,Sales,3.0,4,Marketing,1.0,Male,1,Sales Executive,Married,45080.0,0.0,Y,11.0,8.0,1,3.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,3,3,5.986451129552789,0
3928,3929.0,1,30.0,Travel_Frequently,Research & Development,10.0,3,Life Sciences,1.0,Female,1,Human Resources,Divorced,22070.0,6.0,Y,14.0,8.0,0,6.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,3,3,6.707549951267056,1
3929,3930.0,0,31.0,Travel_Rarely,Research & Development,3.0,2,Life Sciences,1.0,Male,3,Laboratory Technician,Married,77560.0,1.0,Y,15.0,8.0,2,6.0,3.0,5.0,0.0,2.0,1.0,3.0,3.0,4,3,7.606590702947841,0
3930,3931.0,0,27.0,Travel_Rarely,Sales,3.0,3,Life Sciences,1.0,Male,1,Manager,Single,66940.0,1.0,Y,13.0,8.0,1,6.0,2.0,6.0,1.0,4.0,3.0,4.0,2.0,2,3,6.325555555555556,0
3931,3932.0,1,29.0,Travel_Rarely,Sales,4.0,3,Marketing,1.0,Male,5,Research Scientist,Single,36910.0,1.0,Y,13.0,8.0,0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3,3,6.804979338842975,1
3932,3933.0,0,29.0,Travel_Frequently,Research & Development,8.0,4,Life Sciences,1.0,Female,1,Sales Executive,Single,23770.0,8.0,Y,21.0,8.0,1,10.0,2.0,3.0,0.0,2.0,4.0,3.0,4.0,3,4,8.795385735080053,0
3933,3934.0,0,30.0,Travel_Rarely,Sales,7.0,3,Life Sciences,1.0,Male,3,Sales Executive,Divorced,23130.0,2.0,Y,11.0,8.0,0,12.0,5.0,7.0,1.0,7.0,3.0,1.0,3.0,3,3,8.002729885057471,0
3934,3935.0,0,34.0,Travel_Rarely,Research & Development,1.0,2,Medical,1.0,Female,2,Healthcare Representative,Married,176650.0,0.0,Y,11.0,8.0,0,6.0,5.0,5.0,1.0,2.0,4.0,4.0,3.0,2,3,9.915464480874316,0
3935,3936.0,0,33.0,Non-Travel,Research & Development,2.0,4,Medical,1.0,Male,1,Sales Representative,Single,25960.0,8.0,Y,14.0,8.0,1,13.0,4.0,11.0,1.0,7.0,4.0,2.0,2.0,3,3,7.424654811715485,0
3936,3937.0,0,49.0,Travel_Rarely,Sales,3.0,4,Marketing,1.0,Male,1,Sales Executive,Single,47280.0,3.0,Y,11.0,8.0,1,8.0,4.0,5.0,0.0,4.0,4.0,4.0,4.0,3,3,7.713776150627619,0
3937,3938.0,1,33.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1.0,Male,1,Sales Executive,Single,43020.0,2.0,Y,13.0,8.0,0,11.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1,3,8.306316526610646,1
3938,3939.0,0,38.0,Travel_Frequently,Research & Development,28.0,3,Medical,1.0,Male,1,Healthcare Representative,Married,29790.0,4.0,Y,12.0,8.0,1,9.0,3.0,6.0,0.0,5.0,3.0,2.0,2.0,3,3,7.912287308228728,0
3939,3940.0,1,31.0,Travel_Rarely,Human Resources,9.0,4,Human Resources,1.0,Male,2,Laboratory Technician,Married,168850.0,2.0,Y,14.0,8.0,2,10.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,3,3,6.221997354497347,1
3940,3941.0,0,29.0,Travel_Rarely,Research & Development,3.0,4,Other,1.0,Female,2,Sales Representative,Divorced,55930.0,1.0,Y,13.0,8.0,1,1.0,3.0,1.0,0.0,0.0,4.0,1.0,3.0,3,3,6.287173611111109,0
3941,3942.0,0,30.0,Travel_Rarely,Research & Development,2.0,1,Medical,1.0,Male,1,Sales Representative,Married,104450.0,3.0,Y,18.0,8.0,1,10.0,3.0,7.0,1.0,7.0,3.0,3.0,3.0,3,3,6.788280367231635,0
3942,3943.0,0,32.0,Non-Travel,Research & Development,10.0,4,Life Sciences,1.0,Female,1,Laboratory Technician,Single,87400.0,2.0,Y,11.0,8.0,1,12.0,2.0,7.0,0.0,7.0,2.0,2.0,3.0,3,3,5.982664742664739,0
3943,3944.0,0,38.0,Travel_Rarely,Research & Development,8.0,2,Technical Degree,1.0,Female,1,Manufacturing Director,Married,25140.0,3.0,Y,11.0,8.0,0,15.0,2.0,1.0,1.0,0.0,2.0,4.0,3.0,2,3,9.03638433515483,0
3944,3945.0,1,43.0,Travel_Frequently,Research & Development,1.0,4,Other,1.0,Male,3,Sales Executive,Married,76550.0,9.0,Y,12.0,8.0,1,6.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,3,3,8.40061391223156,1
3945,3946.0,0,42.0,Travel_Rarely,Human Resources,1.0,3,Other,1.0,Female,1,Healthcare Representative,Divorced,174650.0,8.0,Y,13.0,8.0,1,7.0,3.0,5.0,0.0,4.0,2.0,2.0,2.0,3,3,6.699085309158533,0
3946,3947.0,0,55.0,Travel_Rarely,Research & Development,3.0,2,Life Sciences,1.0,Female,1,Sales Executive,Married,73510.0,8.0,Y,20.0,8.0,1,34.0,3.0,1.0,0.0,0.0,3.0,1.0,3.0,3,4,7.598850241545893,0
3947,3948.0,0,33.0,Non-Travel,Research & Development,14.0,3,Other,1.0,Male,1,Research Scientist,Divorced,108200.0,5.0,Y,12.0,8.0,0,11.0,2.0,9.0,1.0,7.0,4.0,2.0,2.0,3,3,6.731928506375229,0
3948,3949.0,0,41.0,Travel_Rarely,Research & Development,5.0,3,Medical,1.0,Male,1,Sales Representative,Divorced,121690.0,1.0,Y,19.0,8.0,0,5.0,2.0,5.0,0.0,4.0,3.0,1.0,3.0,3,3,6.291201790633608,0
3949,3950.0,0,34.0,Non-Travel,Research & Development,7.0,4,Medical,1.0,Female,1,Research Scientist,Divorced,196260.0,1.0,Y,21.0,8.0,0,15.0,5.0,15.0,0.0,7.0,4.0,3.0,3.0,2,4,8.186905255878287,0
3950,3951.0,0,53.0,Non-Travel,Research & Development,10.0,4,Medical,1.0,Male,2,Healthcare Representative,Married,20700.0,4.0,Y,13.0,8.0,2,27.0,2.0,3.0,0.0,2.0,1.0,3.0,2.0,4,3,8.12312244897959,0
3951,3952.0,0,43.0,Travel_Rarely,Sales,16.0,2,Marketing,1.0,Female,1,Laboratory Technician,Single,67820.0,0.0,Y,16.0,8.0,1,10.0,2.0,9.0,1.0,8.0,2.0,4.0,3.0,3,3,6.0869706284153,0
3952,3953.0,0,34.0,Travel_Rarely,Sales,10.0,2,Life Sciences,1.0,Female,5,Sales Executive,Single,77790.0,5.0,Y,12.0,8.0,1,6.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3,3,7.696015046296299,0
3953,3954.0,1,21.0,Travel_Rarely,Sales,1.0,2,Marketing,1.0,Male,5,Healthcare Representative,Single,27910.0,1.0,Y,14.0,8.0,0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,4,3,7.522102657004834,1
3954,3955.0,0,38.0,Travel_Rarely,Research & Development,8.0,2,Life Sciences,1.0,Female,2,Sales Executive,Married,32010.0,1.0,Y,11.0,8.0,1,5.0,3.0,5.0,0.0,4.0,4.0,3.0,3.0,2,3,6.394260431317397,0
3955,3956.0,1,22.0,Travel_Rarely,Research & Development,1.0,3,Other,1.0,Male,4,Research Scientist,Married,49680.0,1.0,Y,14.0,8.0,0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,3.0,3,3,8.90772727272728,1
3956,3957.0,0,31.0,Travel_Rarely,Research & Development,8.0,5,Life Sciences,1.0,Male,5,Sales Executive,Married,131200.0,1.0,Y,12.0,8.0,2,13.0,6.0,12.0,5.0,7.0,1.0,4.0,3.0,2,3,7.295628072763026,0
3957,3958.0,0,51.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1.0,Female,1,Manager,Married,40330.0,2.0,Y,14.0,8.0,0,15.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3,3,6.686816148775893,0
3958,3959.0,0,37.0,Travel_Rarely,Research & Development,24.0,1,Life Sciences,1.0,Male,2,Sales Executive,Married,32910.0,1.0,Y,16.0,8.0,3,5.0,2.0,5.0,0.0,3.0,2.0,2.0,3.0,2,3,7.9937440645774,0
3959,3960.0,0,46.0,Travel_Rarely,Sales,3.0,4,Marketing,1.0,Female,1,Sales Representative,Divorced,42720.0,7.0,Y,13.0,8.0,0,24.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4,3,9.988379028379024,0
3960,3961.0,0,36.0,Travel_Rarely,Research & Development,27.0,3,Technical Degree,1.0,Female,4,Research Scientist,Married,50560.0,7.0,Y,12.0,8.0,0,15.0,2.0,12.0,5.0,7.0,4.0,1.0,3.0,2,3,9.481728650137738,0
3961,3962.0,1,44.0,Travel_Frequently,Sales,10.0,4,Life Sciences,1.0,Male,1,Research Scientist,Divorced,28440.0,1.0,Y,12.0,8.0,0,6.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,4,3,9.291028806584354,1
3962,3963.0,0,37.0,Travel_Rarely,Research & Development,19.0,2,Technical Degree,1.0,Male,2,Sales Executive,Divorced,27030.0,2.0,Y,14.0,8.0,0,19.0,2.0,10.0,4.0,7.0,3.0,2.0,2.0,3,3,6.06843411996067,0
3963,3964.0,1,35.0,Travel_Rarely,Research & Development,15.0,4,Life Sciences,1.0,Male,2,Research Scientist,Single,19040.0,1.0,Y,22.0,8.0,1,10.0,4.0,10.0,7.0,7.0,3.0,4.0,3.0,3,4,8.594216643421662,1
3964,3965.0,0,33.0,Travel_Rarely,Research & Development,8.0,5,Medical,1.0,Male,2,Laboratory Technician,Married,82240.0,6.0,Y,19.0,8.0,0,14.0,3.0,10.0,7.0,6.0,4.0,1.0,3.0,3,3,8.043768861454048,0
3965,3966.0,0,28.0,Travel_Rarely,Sales,9.0,3,Medical,1.0,Female,2,Sales Executive,Married,47660.0,1.0,Y,12.0,8.0,0,5.0,3.0,5.0,0.0,3.0,3.0,4.0,4.0,3,3,7.366939890710381,0
3966,3967.0,0,39.0,Travel_Rarely,Sales,3.0,4,Marketing,1.0,Female,2,Laboratory Technician,Single,26100.0,7.0,Y,12.0,8.0,0,9.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2,3,6.890665708812261,0
3967,3968.0,0,46.0,Non-Travel,Research & Development,9.0,2,Life Sciences,1.0,Male,2,Manufacturing Director,Single,57310.0,8.0,Y,17.0,8.0,0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3,3,6.701427895981083,0
3968,3969.0,0,40.0,Travel_Rarely,Research & Development,2.0,2,Medical,1.0,Male,1,Research Director,Married,25390.0,4.0,Y,12.0,8.0,1,7.0,3.0,4.0,0.0,2.0,3.0,1.0,2.0,3,3,6.609389619883041,0
3969,3970.0,0,42.0,Travel_Rarely,Research & Development,7.0,4,Other,1.0,Female,2,Laboratory Technician,Married,57140.0,5.0,Y,11.0,8.0,0,10.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,3,3,6.610516366989394,0
3970,3971.0,0,35.0,Non-Travel,Sales,10.0,1,Life Sciences,1.0,Female,2,Research Director,Divorced,43230.0,2.0,Y,18.0,8.0,3,15.0,3.0,7.0,1.0,7.0,2.0,4.0,3.0,3,3,6.684642531876143,0
3971,3972.0,0,38.0,Non-Travel,Sales,6.0,4,Marketing,1.0,Male,3,Sales Executive,Divorced,73360.0,5.0,Y,11.0,8.0,0,13.0,3.0,11.0,3.0,8.0,1.0,2.0,3.0,3,3,7.839338235294119,0
3972,3973.0,1,34.0,Travel_Frequently,Research & Development,2.0,1,Life Sciences,1.0,Male,1,Manufacturing Director,Married,134990.0,4.0,Y,23.0,8.0,2,11.0,2.0,7.0,0.0,7.0,4.0,1.0,2.0,4,4,7.8955179524502705,1
3973,3974.0,1,37.0,Travel_Rarely,Research & Development,24.0,3,Life Sciences,1.0,Male,1,Laboratory Technician,Single,137580.0,1.0,Y,11.0,8.0,1,10.0,5.0,10.0,0.0,8.0,4.0,1.0,1.0,3,3,6.195063185503099,1
3974,3975.0,0,39.0,Travel_Frequently,Research & Development,2.0,1,Medical,1.0,Male,2,Healthcare Representative,Divorced,51550.0,2.0,Y,18.0,8.0,1,7.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2,3,6.1946315667131575,0
3975,3976.0,0,43.0,Non-Travel,Human Resources,8.0,5,Medical,1.0,Female,3,Sales Executive,Single,22580.0,4.0,Y,18.0,8.0,0,7.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3,3,7.35381291547958,0
3976,3977.0,0,41.0,Travel_Rarely,Research & Development,3.0,3,Life Sciences,1.0,Male,3,Research Scientist,Single,35970.0,3.0,Y,13.0,8.0,1,11.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1,3,7.818558590102708,0
