employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
3720,No,45,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,Research Scientist,Married,184300,4.0,Y,12,8,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3,10.609763770180441
3721,No,48,Travel_Rarely,Research & Development,24,3,Technical Degree,1,Male,2,Research Scientist,Divorced,16010,4.0,Y,12,8,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3,7.076479963570129
3722,Yes,34,Travel_Rarely,Research & Development,7,4,Medical,1,Male,2,Research Scientist,Married,26940,1.0,Y,16,8,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3,7.413740892531881
3723,No,40,Non-Travel,Research & Development,25,4,Other,1,Female,1,Sales Executive,Divorced,31490,2.0,Y,15,8,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3,8.012629009762895
3724,No,28,Travel_Rarely,Research & Development,1,2,Technical Degree,1,Female,1,Research Scientist,Single,176390,0.0,Y,13,8,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3,6.5011159631246995
3725,No,44,Non-Travel,Research & Development,5,3,Life Sciences,1,Male,1,Laboratory Technician,Single,23190,3.0,Y,18,8,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3,6.59900319567355
3726,No,53,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Male,2,Manager,Single,116910,4.0,Y,20,8,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4,6.870072150072157
3727,No,49,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,Married,53240,2.0,Y,19,8,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3,6.816737329434693
3728,No,40,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,Laboratory Technician,Divorced,167520,2.0,Y,18,8,1,8.0,3,3,1,2,3.0,3.0,4.0,3,3,6.472052273792777
3729,No,44,Travel_Rarely,Research & Development,5,1,Other,1,Male,3,Research Scientist,Single,52280,1.0,Y,13,8,0,6.0,2,5,1,3,4.0,2.0,2.0,4,3,6.888664990421454
3730,No,33,Travel_Frequently,Human Resources,10,3,Medical,1,Female,2,Sales Executive,Married,27000,0.0,Y,14,8,3,5.0,2,4,0,3,4.0,1.0,3.0,3,3,7.328463693957114
3731,No,34,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,1,Sales Representative,Single,192460,3.0,Y,15,8,1,15.0,5,13,3,12,4.0,1.0,3.0,3,3,6.878664021164024
3732,No,30,Travel_Rarely,Sales,1,2,Technical Degree,1,Male,1,Laboratory Technician,Married,25060,8.0,Y,22,8,0,4.0,3,2,2,2,4.0,3.0,2.0,3,4,6.120525097465888
3733,No,42,Travel_Frequently,Research & Development,8,4,Medical,1,Female,1,Sales Executive,Single,60620,1.0,Y,22,8,2,12.0,2,12,5,8,1.0,4.0,3.0,3,4,7.282114132961411
3734,No,44,Travel_Frequently,Research & Development,5,3,Life Sciences,1,Female,5,Manufacturing Director,Married,43820,7.0,Y,16,8,2,11.0,2,1,0,0,1.0,3.0,2.0,3,3,7.581329022988504
3735,No,30,Non-Travel,Research & Development,8,3,Life Sciences,1,Male,1,Manufacturing Director,Divorced,21430,1.0,Y,17,8,1,1.0,2,1,0,0,3.0,3.0,2.0,3,3,6.110862068965522
3736,No,57,Travel_Rarely,Sales,2,1,Life Sciences,1,Male,3,Research Scientist,Married,61620,0.0,Y,14,8,0,13.0,5,12,2,8,2.0,3.0,2.0,2,3,7.554500000000002
3737,No,49,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Female,2,Sales Executive,Divorced,50940,3.0,Y,15,8,0,29.0,5,8,0,7,3.0,2.0,3.0,3,3,6.896046374764598
3738,No,34,Travel_Frequently,Research & Development,2,4,Medical,1,Female,2,Sales Representative,Divorced,68770,7.0,Y,20,8,0,16.0,3,14,6,9,2.0,1.0,2.0,3,4,6.355290068829896
3739,Yes,28,Travel_Frequently,Research & Development,2,3,Medical,1,Male,1,Research Scientist,Married,22740,3.0,Y,20,8,1,5.0,5,3,1,2,1.0,3.0,4.0,3,4,6.476399618502625
3740,Yes,29,Travel_Frequently,Research & Development,28,3,Medical,1,Female,5,Research Scientist,Single,44340,5.0,Y,17,8,3,7.0,1,5,0,0,1.0,2.0,1.0,3,3,7.797684042066758
3741,Yes,34,Travel_Rarely,Research & Development,7,1,Medical,1,Male,1,Research Scientist,Single,62880,0.0,Y,15,8,1,16.0,2,15,10,10,1.0,2.0,4.0,3,3,8.517214153988007
3742,No,35,Travel_Rarely,Sales,7,4,Other,1,Female,4,Healthcare Representative,Married,25530,1.0,Y,14,8,1,1.0,4,1,0,0,4.0,3.0,3.0,2,3,6.575756427915518
3743,Yes,24,Travel_Frequently,Sales,3,3,Life Sciences,1,Male,2,Research Scientist,Single,76540,2.0,Y,17,8,1,4.0,3,0,0,0,2.0,1.0,2.0,2,3,8.486028591352857
3744,No,24,Non-Travel,Research & Development,10,3,Life Sciences,1,Female,2,Manager,Married,51600,1.0,Y,17,8,1,1.0,3,1,0,0,4.0,2.0,3.0,1,3,7.415129706152433
3745,No,44,Travel_Frequently,Research & Development,5,2,Medical,1,Female,2,Research Scientist,Single,171590,5.0,Y,22,8,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4,10.306210488505746
3746,No,29,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,1,Sales Executive,Divorced,128080,1.0,Y,13,8,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3,6.9970500949667604
3747,No,30,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,3,Sales Executive,Divorced,102210,0.0,Y,19,8,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3,6.137296867351934
3748,No,55,Travel_Rarely,Sales,20,3,Marketing,1,Male,2,Research Scientist,Married,47790,0.0,Y,14,8,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3,10.667377589453857
3749,No,33,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Male,2,Research Scientist,Married,37370,8.0,Y,22,8,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4,7.871218407248452
3750,No,47,Travel_Rarely,Research & Development,8,4,Medical,1,Female,2,Sales Representative,Married,23660,3.0,Y,17,8,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3,10.865613668061364
3751,Yes,28,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Laboratory Technician,Single,17060,7.0,Y,12,8,0,8.0,3,0,0,0,3.0,1.0,2.0,3,3,7.600692624939352
3752,No,28,Travel_Rarely,Sales,8,4,Marketing,1,Male,1,Laboratory Technician,Divorced,163070,1.0,Y,16,8,0,1.0,3,1,0,0,1.0,3.0,1.0,2,3,6.122678311499272
3753,No,28,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Female,2,Sales Executive,Single,59330,0.0,Y,11,8,0,5.0,3,4,1,3,3.0,1.0,3.0,3,3,7.012275948788297
3754,No,49,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Female,1,Research Scientist,Married,34240,4.0,Y,11,8,0,10.0,3,3,1,2,3.0,1.0,3.0,3,3,6.390999755261865
3755,No,29,Travel_Frequently,Research & Development,8,1,Medical,1,Male,1,Research Scientist,Married,40370,0.0,Y,14,8,0,4.0,2,3,0,2,4.0,2.0,3.0,1,3,7.127618534482758
3756,No,28,Travel_Rarely,Research & Development,5,1,Technical Degree,1,Male,2,Laboratory Technician,Married,25590,1.0,Y,11,8,0,8.0,3,8,1,7,3.0,2.0,2.0,2,3,5.980724163027654
3757,No,33,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Sales Executive,Single,62010,2.0,Y,15,8,3,14.0,2,0,0,0,4.0,3.0,3.0,2,3,8.46134123663413
3758,No,32,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,Laboratory Technician,Single,44030,2.0,Y,20,8,0,10.0,3,5,0,0,3.0,4.0,4.0,2,4,7.386145374449346
3759,No,54,Travel_Frequently,Sales,10,3,Life Sciences,1,Female,4,Research Scientist,Divorced,37610,3.0,Y,12,8,0,26.0,3,14,1,12,2.0,4.0,3.0,2,3,6.993237311385456
3760,Yes,29,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,2,Research Scientist,Single,109340,6.0,Y,17,8,2,11.0,2,9,0,7,1.0,1.0,1.0,3,3,6.535202127659573
3761,No,44,Travel_Rarely,Sales,26,1,Marketing,1,Male,1,Sales Representative,Married,107610,3.0,Y,11,8,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3,7.908601851851847
3762,No,39,Travel_Rarely,Sales,6,1,Technical Degree,1,Female,2,Laboratory Technician,Single,51750,4.0,Y,17,8,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3,7.073531571218794
3763,No,46,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,Manufacturing Director,Married,138260,8.0,Y,11,8,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3,7.023066331417624
3764,No,35,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,2,Research Scientist,Single,63340,1.0,Y,14,8,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3,6.167354609929081
3765,No,23,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Manager,Single,49360,0.0,Y,19,8,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3,7.698163240332837
3766,Yes,40,Travel_Rarely,Research & Development,2,3,Medical,1,Male,2,Research Director,Single,47750,3.0,Y,15,8,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3,7.60252707156309
3767,No,34,Travel_Rarely,Human Resources,2,3,Human Resources,1,Male,2,Manufacturing Director,Married,28180,1.0,Y,13,8,1,10.0,2,10,8,6,4.0,3.0,3.0,3,3,10.299240063233961
3768,Yes,31,Travel_Frequently,Research & Development,29,3,Life Sciences,1,Female,2,Healthcare Representative,Single,25150,1.0,Y,14,8,0,7.0,3,7,7,7,4.0,3.0,1.0,2,3,6.394126984126983
3769,No,50,Travel_Frequently,Research & Development,6,3,Medical,1,Male,1,Manager,Single,23420,1.0,Y,12,8,1,32.0,2,32,13,9,3.0,4.0,3.0,2,3,9.987019489247311
3770,No,34,Travel_Rarely,Sales,25,5,Marketing,1,Female,1,Research Scientist,Married,41940,0.0,Y,17,8,2,12.0,3,11,5,7,2.0,3.0,3.0,3,3,10.508235827664402
3771,No,42,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,1,Manufacturing Director,Married,106850,4.0,Y,11,8,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3,6.594873213462421
3772,No,37,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Research Scientist,Married,20220,1.0,Y,12,8,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3,7.990005860290672
3773,No,29,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Manager,Married,23140,3.0,Y,13,8,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3,6.1851791726791685
3774,No,33,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Male,1,Research Scientist,Single,42560,1.0,Y,13,8,3,5.0,1,5,0,2,4.0,2.0,3.0,3,3,7.20106782106782
3775,No,45,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Laboratory Technician,Married,35800,4.0,Y,20,8,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4,6.026891860996802
3776,No,42,Travel_Frequently,Human Resources,1,4,Technical Degree,1,Male,2,Manufacturing Director,Married,31620,2.0,Y,17,8,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3,8.09764403292181
3777,No,40,Travel_Rarely,Sales,10,1,Life Sciences,1,Female,1,Manufacturing Director,Married,65240,0.0,Y,13,8,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3,6.2770509055310795
3778,No,33,Travel_Rarely,Research & Development,9,3,Medical,1,Female,2,Manufacturing Director,Married,28990,1.0,Y,17,8,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3,10.619531321444905
3779,No,40,Travel_Rarely,Sales,5,5,Life Sciences,1,Male,1,Manufacturing Director,Single,52310,1.0,Y,12,8,2,21.0,4,21,7,7,3.0,.,3.0,3,3,8.402318738229756
3780,No,24,Travel_Rarely,Sales,10,2,Marketing,1,Male,1,Manufacturing Director,Divorced,23560,0.0,Y,13,8,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3,6.0945513714551405
3781,No,40,Non-Travel,Research & Development,7,3,Medical,1,Male,1,Research Scientist,Divorced,28000,3.0,Y,12,8,2,8.0,0,2,2,2,4.0,4.0,3.0,2,3,8.410671296296297
3782,No,45,Travel_Rarely,Research & Development,4,3,Medical,1,Female,3,Laboratory Technician,Divorced,118360,1.0,Y,22,8,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4,6.6094503546099315
3783,No,35,Travel_Rarely,Research & Development,10,1,Life Sciences,1,Male,1,Healthcare Representative,Married,109030,0.0,Y,11,8,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3,7.8099147072383595
3784,No,32,Travel_Rarely,Research & Development,22,4,Medical,1,Male,1,Sales Executive,Married,29730,3.0,Y,22,8,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4,7.300513085399447
3785,No,36,Travel_Rarely,Sales,9,3,Marketing,1,Female,4,Research Scientist,Single,142750,3.0,Y,18,8,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3,9.103744354110212
3786,No,48,Travel_Rarely,Research & Development,12,4,Medical,1,Male,1,Laboratory Technician,Divorced,55620,8.0,Y,13,8,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3,7.913028233151188
3787,No,29,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,2,Healthcare Representative,Married,45370,6.0,Y,18,8,1,5.0,5,1,0,0,3.0,3.0,2.0,4,3,7.811518759018759
3788,No,33,Travel_Rarely,Research & Development,9,1,Medical,1,Male,1,Healthcare Representative,Married,76420,2.0,Y,20,8,1,8.0,2,2,2,2,1.0,1.0,1.0,2,4,7.1189434740417274
3789,Yes,30,Travel_Rarely,Research & Development,1,3,Other,1,Male,3,Sales Executive,Married,179240,1.0,Y,13,8,2,10.0,2,10,6,7,2.0,1.0,3.0,3,3,7.415841861598439
3790,No,38,Travel_Frequently,Sales,9,3,Marketing,1,Male,1,Manufacturing Director,Married,52040,3.0,Y,13,8,1,10.0,2,6,1,2,3.0,3.0,3.0,3,3,6.910209219858154
3791,No,35,Travel_Rarely,Sales,7,2,Life Sciences,1,Male,1,Sales Executive,Single,22770,1.0,Y,12,8,1,3.0,2,3,1,2,4.0,1.0,3.0,3,3,6.799035947712417
3792,No,30,Travel_Rarely,Research & Development,14,3,Technical Degree,1,Male,5,Research Director,Married,27950,3.0,Y,13,8,0,9.0,4,4,1,3,3.0,2.0,3.0,3,3,6.506272638277047
3793,Yes,35,Travel_Rarely,Research & Development,2,3,Medical,1,Female,1,Research Scientist,Divorced,25320,1.0,Y,13,8,0,1.0,2,1,0,0,1.0,1.0,3.0,1,3,9.706298185941039
3794,Yes,53,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Male,2,Manager,Married,25590,0.0,Y,25,8,0,34.0,2,33,1,9,3.0,4.0,3.0,3,4,6.48492392807745
3795,Yes,38,Travel_Rarely,Research & Development,2,3,Medical,1,Female,3,Sales Executive,Married,49080,4.0,Y,19,8,1,7.0,3,5,1,4,3.0,2.0,3.0,2,3,7.579077868852459
3796,No,32,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,5,Research Scientist,Married,23800,4.0,Y,13,8,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3,7.384378809188937
3797,No,48,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Male,1,Sales Executive,Married,47650,8.0,Y,12,8,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3,7.085148851383025
3798,No,34,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Sales Executive,Single,20440,1.0,Y,11,8,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3,7.385408212560387
3799,No,55,Travel_Rarely,Research & Development,11,1,Medical,1,Female,1,Laboratory Technician,Married,26930,1.0,Y,18,8,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3,6.403510516689532
3800,No,34,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,Married,65860,9.0,Y,18,8,1,9.0,3,2,2,1,2.0,4.0,2.0,3,3,6.107627939142463
3801,No,26,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Research Director,Married,32940,1.0,Y,11,8,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3,7.283724188790558
3802,No,38,Travel_Rarely,Sales,14,2,Marketing,1,Female,1,Sales Executive,Married,41710,0.0,Y,23,8,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4,7.048311614083215
3803,No,38,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Manufacturing Director,Single,27780,2.0,Y,13,8,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3,7.214350321395774
3804,No,36,Travel_Rarely,Human Resources,1,3,Human Resources,1,Male,1,Research Scientist,Single,23770,6.0,Y,13,8,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3,7.401679505135388
3805,No,29,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,1,Sales Representative,Single,24040,1.0,Y,17,8,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3,8.098837719298249
3806,No,35,Travel_Rarely,Sales,12,2,Life Sciences,1,Female,2,Sales Executive,Single,23180,3.0,Y,19,8,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3,9.314351449275364
3807,No,39,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,20080,2.0,Y,12,8,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3,7.8084596994535485
3808,No,29,Travel_Frequently,Research & Development,5,1,Medical,1,Female,1,Research Scientist,Divorced,62440,1.0,Y,22,8,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4,6.787518912529549
3809,No,50,Travel_Rarely,Research & Development,4,2,Medical,1,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3,9.415903642231445
3810,No,23,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,3,Manager,Married,105520,2.0,Y,11,8,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3,6.687368541380883
3811,No,36,Travel_Frequently,Sales,21,3,Life Sciences,1,Male,2,Human Resources,Married,23290,3.0,Y,15,8,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3,9.190074696545292
3812,No,42,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,5,Manager,Single,40140,8.0,Y,13,8,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3,6.006545521292214
3813,No,35,Travel_Rarely,Sales,4,3,Medical,1,Female,2,Laboratory Technician,Married,74030,1.0,Y,12,8,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3,6.404425120772948
3814,No,34,Travel_Frequently,Research & Development,25,1,Life Sciences,1,Female,1,Manager,Married,22590,1.0,Y,14,8,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3,5.998565386374029
3815,No,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Laboratory Technician,Married,69320,1.0,Y,13,8,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3,6.462534425451092
3816,No,43,Travel_Rarely,Research & Development,1,1,Other,1,Male,1,Manager,Divorced,46780,5.0,Y,25,8,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4,7.004932071809799
3817,No,35,Travel_Rarely,Sales,6,3,Marketing,1,Female,3,Sales Representative,Married,135820,1.0,Y,17,8,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3,7.2769119014411885
3818,No,46,Travel_Rarely,Research & Development,12,4,Technical Degree,1,Male,1,Laboratory Technician,Single,23320,1.0,Y,11,8,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3,6.595099290780143
3819,Yes,28,Travel_Rarely,Human Resources,1,3,Medical,1,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,.,2,1,0,0,3.0,2.0,3.0,3,3,8.41511064030132
3820,No,22,Non-Travel,Sales,17,2,Marketing,1,Male,3,Sales Executive,Married,97050,1.0,Y,18,8,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3,8.869073275862071
3821,No,50,Travel_Frequently,Research & Development,3,3,Other,1,Male,2,Research Scientist,Married,42940,2.0,Y,20,8,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4,9.398416099773243
3822,No,32,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,3,Research Scientist,Married,47210,3.0,Y,14,8,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3,6.317826725403821
3823,No,44,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Male,3,Manager,Divorced,25190,0.0,Y,21,8,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4,8.811887755102036
3824,No,30,Travel_Rarely,Research & Development,4,3,Medical,1,Female,1,Research Director,Married,21210,1.0,Y,13,8,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3,6.624580327080326
3825,No,45,Travel_Rarely,Sales,29,2,Technical Degree,1,Female,2,Research Scientist,Single,29730,1.0,Y,12,8,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3,8.91392461964039
3826,No,45,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3,7.914459000485202
3827,No,31,Travel_Frequently,Research & Development,7,3,Medical,1,Male,2,Research Scientist,Single,36170,7.0,Y,21,8,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4,7.231297498797496
3828,No,36,Travel_Rarely,Research & Development,18,1,Medical,1,Male,2,Manufacturing Director,Married,67250,9.0,Y,17,8,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3,10.93972459639126
3829,No,34,Travel_Frequently,Sales,28,4,Marketing,1,Male,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3,6.109448051948052
3830,No,49,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,Healthcare Representative,Married,69490,1.0,Y,14,8,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3,7.313988095238095
3831,No,39,Travel_Rarely,Research & Development,6,2,Life Sciences,1,Male,3,Research Scientist,Married,106090,2.0,Y,17,8,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3,6.585563936781604
3832,No,27,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,4,Research Scientist,Divorced,44470,1.0,Y,13,8,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3,6.093734827264242
3833,No,35,Travel_Rarely,Research & Development,2,3,Medical,1,Female,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4,7.603855932203391
3834,No,28,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,46010,0.0,Y,15,8,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3,7.414982419127983
3835,No,21,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Female,1,Laboratory Technician,Single,170990,1.0,Y,14,8,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3,7.892258503401364
3836,Yes,18,Travel_Frequently,Research & Development,3,5,Medical,1,Male,1,Research Director,Single,24790,1.0,Y,12,8,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3,8.430085106382977
3837,No,47,Travel_Rarely,Research & Development,25,4,Medical,1,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3,6.0216074879227035
3838,No,39,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,Divorced,72640,0.0,Y,17,8,0,11.0,5,10,0,7,3.0,3.0,3.0,3,3,6.903323917137477
3839,No,40,Travel_Rarely,Research & Development,22,1,Life Sciences,1,Male,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3,7.5859212376933876
3840,No,35,Non-Travel,Research & Development,29,3,Medical,1,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3,6.24039699570816
3841,No,37,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Male,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3,8.00465846994536
3842,No,39,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Female,2,Manager,Single,131940,0.0,Y,11,8,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3,6.680691609977323
3843,No,45,Travel_Rarely,Research & Development,28,3,Life Sciences,1,Female,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3,7.283664990421455
3844,No,38,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3,9.603570089076419
3845,Yes,35,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Healthcare Representative,Married,23210,9.0,Y,12,8,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3,5.993160310734469
3846,No,37,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3,8.02535265700483
3847,No,40,Travel_Rarely,Research & Development,8,3,Technical Degree,1,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3,9.252811016144353
3848,No,44,Travel_Frequently,Sales,2,2,Marketing,1,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3,8.62264453477869
3849,No,48,Travel_Frequently,Sales,10,4,Marketing,1,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3,7.094894067796611
3850,Yes,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2,1.0,4.0,2.0,1,3,10.698062471184866
3851,No,24,Travel_Frequently,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4,8.678833105646623
3852,No,27,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3,7.206112263716002
3853,No,27,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4,6.407136015325671
3854,Yes,40,Travel_Rarely,Sales,16,4,Marketing,1,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3,10.539048786181139
3855,No,29,Travel_Rarely,Research & Development,20,1,Medical,1,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3,7.28953056768559
