,employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
3225,3226.0,No,44.0,Non-Travel,Research & Development,8.0,2,Life Sciences,1.0,Male,1,Research Scientist,Single,135030.0,2.0,Y,12.0,8.0,0,9.0,6.0,5.0,1.0,4.0,1.0,3.0,3.0,2,3,6.090522030651338
3226,3227.0,No,47.0,Travel_Frequently,Research & Development,27.0,3,Life Sciences,1.0,Male,1,Research Scientist,Divorced,54410.0,9.0,Y,22.0,8.0,1,28.0,6.0,22.0,11.0,13.0,4.0,3.0,2.0,2,4,8.281967213114752
3227,3228.0,No,30.0,Travel_Rarely,Research & Development,8.0,3,Life Sciences,1.0,Male,2,Sales Executive,Divorced,52090.0,7.0,Y,14.0,8.0,1,10.0,3.0,8.0,7.0,7.0,3.0,4.0,2.0,3,3,7.524912764003674
3228,3229.0,No,29.0,Travel_Rarely,Research & Development,1.0,2,Medical,1.0,Female,1,Sales Executive,Single,106730.0,1.0,Y,13.0,8.0,3,1.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3,3,6.440665053019824
3229,3230.0,Yes,42.0,Travel_Frequently,Research & Development,10.0,1,Life Sciences,1.0,Female,1,Sales Executive,Divorced,50100.0,6.0,Y,21.0,8.0,3,7.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3,4,9.94542497625831
3230,3231.0,No,43.0,Travel_Frequently,Research & Development,26.0,1,Life Sciences,1.0,Male,1,Laboratory Technician,Married,135490.0,3.0,Y,11.0,8.0,2,7.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3,3,7.093515283842795
3231,3232.0,No,34.0,Travel_Rarely,Research & Development,2.0,5,Technical Degree,1.0,Male,2,Healthcare Representative,Single,49990.0,3.0,Y,12.0,8.0,2,10.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,4,3,6.403804347826089
3232,3233.0,No,23.0,Travel_Rarely,Sales,13.0,3,Marketing,1.0,Male,5,Sales Executive,Married,42210.0,1.0,Y,11.0,8.0,1,5.0,4.0,4.0,0.0,2.0,2.0,1.0,4.0,3,3,7.827048762736532
3233,3234.0,No,39.0,Travel_Rarely,Sales,2.0,4,Marketing,1.0,Female,4,Healthcare Representative,Married,138720.0,9.0,Y,12.0,8.0,3,12.0,3.0,8.0,3.0,6.0,3.0,2.0,1.0,2,3,6.308489810771467
3234,3235.0,No,56.0,Travel_Rarely,Research & Development,2.0,4,Medical,1.0,Male,1,Manager,Married,20420.0,7.0,Y,12.0,8.0,0,30.0,6.0,10.0,1.0,1.0,3.0,4.0,2.0,3,3,7.119548898071626
3235,3236.0,No,40.0,Travel_Rarely,Sales,9.0,3,Marketing,1.0,Male,2,Research Scientist,Single,20730.0,0.0,Y,14.0,8.0,0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3,3,8.80456675811614
3236,3237.0,No,27.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1.0,Female,1,Laboratory Technician,Single,29560.0,8.0,Y,13.0,8.0,0,9.0,6.0,7.0,0.0,7.0,4.0,1.0,1.0,3,3,7.4932306763284995
3237,3238.0,No,29.0,Travel_Rarely,Sales,20.0,3,Marketing,1.0,Female,2,Manager,Divorced,29260.0,1.0,Y,15.0,8.0,1,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2,3,7.091451129552791
3238,3239.0,No,53.0,Travel_Rarely,Research & Development,9.0,3,Life Sciences,1.0,Female,3,Laboratory Technician,Single,48090.0,2.0,Y,18.0,8.0,0,19.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3,3,6.28268479284369
3239,3240.0,No,35.0,Non-Travel,Research & Development,5.0,1,Medical,1.0,Male,1,Healthcare Representative,Divorced,51630.0,2.0,Y,18.0,8.0,2,16.0,4.0,1.0,0.0,0.0,4.0,1.0,4.0,3,3,7.127432659932662
3240,3241.0,No,32.0,Travel_Frequently,Sales,4.0,4,Life Sciences,1.0,Male,2,Sales Executive,Married,188440.0,1.0,Y,19.0,8.0,0,10.0,3.0,10.0,4.0,7.0,1.0,4.0,3.0,1,3,7.783390070921988
3241,3242.0,No,38.0,Travel_Rarely,Sales,10.0,3,Medical,1.0,Male,4,Laboratory Technician,Married,181720.0,6.0,Y,12.0,8.0,2,6.0,5.0,1.0,0.0,1.0,4.0,3.0,1.0,3,3,10.898861678004529
3242,3243.0,No,34.0,Travel_Rarely,Research & Development,20.0,3,Medical,1.0,Female,3,Laboratory Technician,Divorced,57440.0,3.0,Y,19.0,8.0,1,7.0,4.0,0.0,0.0,0.0,2.0,1.0,3.0,2,3,6.180956399437411
3243,3244.0,No,52.0,Travel_Rarely,Sales,21.0,5,Technical Degree,1.0,Male,3,Manager,Married,28890.0,1.0,Y,11.0,8.0,1,34.0,2.0,34.0,1.0,16.0,3.0,1.0,4.0,3,3,5.995623219373222
3244,3245.0,Yes,33.0,Travel_Rarely,Research & Development,1.0,2,Medical,1.0,Male,3,Laboratory Technician,Single,28710.0,1.0,Y,17.0,8.0,3,10.0,2.0,10.0,7.0,8.0,4.0,4.0,2.0,3,3,10.023396094839603
3245,3246.0,No,25.0,Travel_Rarely,Research & Development,8.0,3,Life Sciences,1.0,Male,2,Research Scientist,Single,74840.0,1.0,Y,15.0,8.0,0,6.0,3.0,6.0,1.0,4.0,3.0,4.0,2.0,3,3,7.70978395061728
3246,3247.0,No,45.0,Travel_Rarely,Sales,2.0,3,Life Sciences,1.0,Male,3,Healthcare Representative,Single,60740.0,0.0,Y,14.0,8.0,0,9.0,2.0,8.0,3.0,1.0,2.0,3.0,3.0,3,3,5.988954741379311
3247,3248.0,No,23.0,Travel_Rarely,Research & Development,23.0,1,Life Sciences,1.0,Female,2,Research Scientist,Single,173280.0,1.0,Y,17.0,8.0,1,2.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,1,3,8.017960676726105
3248,3249.0,Yes,47.0,Travel_Frequently,Research & Development,4.0,3,Life Sciences,1.0,Male,1,Research Director,Single,27740.0,4.0,Y,13.0,8.0,1,8.0,2.0,5.0,1.0,3.0,2.0,3.0,3.0,3,3,10.02877035440613
3249,3250.0,No,34.0,Travel_Rarely,Research & Development,12.0,3,Technical Degree,1.0,Male,1,Research Scientist,Single,45050.0,1.0,Y,12.0,8.0,0,6.0,3.0,6.0,1.0,4.0,4.0,4.0,3.0,3,3,7.766991898148149
3250,3251.0,Yes,55.0,Travel_Rarely,Human Resources,7.0,3,Human Resources,1.0,Male,4,Laboratory Technician,Married,74280.0,5.0,Y,12.0,8.0,0,24.0,2.0,5.0,1.0,4.0,4.0,1.0,3.0,3,3,8.032659069325733
3251,3252.0,No,36.0,Non-Travel,Research & Development,7.0,2,Life Sciences,1.0,Male,5,Sales Executive,Single,116310.0,1.0,Y,18.0,8.0,1,10.0,2.0,10.0,0.0,9.0,1.0,1.0,3.0,1,3,7.417550505050502
3252,3253.0,No,52.0,Non-Travel,Research & Development,1.0,4,Life Sciences,1.0,Male,5,Sales Executive,Married,97380.0,0.0,Y,18.0,8.0,2,5.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,3,3,7.197127343392773
3253,3254.0,No,26.0,Travel_Frequently,Research & Development,2.0,2,Life Sciences,1.0,Male,1,Manufacturing Director,Divorced,28350.0,3.0,Y,11.0,8.0,1,5.0,2.0,2.0,2.0,0.0,1.0,4.0,3.0,3,3,7.121989522417158
3254,3255.0,No,29.0,Travel_Rarely,Research & Development,10.0,2,Medical,1.0,Male,3,Manufacturing Director,Married,169590.0,4.0,Y,14.0,8.0,3,11.0,5.0,8.0,1.0,1.0,2.0,3.0,2.0,3,3,6.297399758454104
3255,3256.0,Yes,26.0,Travel_Rarely,Research & Development,15.0,2,Life Sciences,1.0,Male,2,Laboratory Technician,Single,26130.0,6.0,Y,19.0,8.0,1,6.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,3,3,6.15782993692382
3256,3257.0,No,34.0,Travel_Rarely,Research & Development,14.0,4,Technical Degree,1.0,Male,2,Manufacturing Director,Single,61460.0,2.0,Y,12.0,8.0,0,10.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,3,3,6.222678571428573
3257,3258.0,No,54.0,Travel_Rarely,Research & Development,18.0,4,Medical,1.0,Female,2,Laboratory Technician,Divorced,49630.0,9.0,Y,15.0,8.0,1,9.0,2.0,5.0,1.0,4.0,4.0,1.0,3.0,3,3,8.904882338670546
3258,3259.0,No,27.0,Travel_Frequently,Research & Development,13.0,2,Life Sciences,1.0,Female,4,Research Scientist,Married,195370.0,0.0,Y,12.0,8.0,0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,3.0,3,3,6.8356371158392495
3259,3260.0,No,37.0,Travel_Rarely,Sales,2.0,4,Technical Degree,1.0,Male,2,Manufacturing Director,Divorced,61720.0,0.0,Y,11.0,8.0,0,6.0,1.0,5.0,4.0,3.0,4.0,1.0,2.0,3,3,9.532072383586904
3260,3261.0,No,38.0,Travel_Frequently,Sales,2.0,4,Life Sciences,1.0,Female,2,Research Scientist,Single,23680.0,6.0,Y,11.0,8.0,1,17.0,3.0,15.0,4.0,12.0,1.0,1.0,3.0,3,3,10.801050164088144
3261,3262.0,No,34.0,Travel_Rarely,Sales,2.0,3,Marketing,1.0,Male,1,Sales Representative,Single,103120.0,1.0,Y,12.0,8.0,0,6.0,2.0,6.0,1.0,3.0,3.0,1.0,3.0,3,3,6.855058782849233
3262,3263.0,No,35.0,Travel_Rarely,Research & Development,5.0,4,Medical,1.0,Male,3,Manager,Married,16750.0,1.0,Y,16.0,8.0,0,3.0,6.0,3.0,0.0,2.0,1.0,4.0,2.0,2,3,7.784760047281324
3263,3264.0,No,30.0,Travel_Rarely,Research & Development,20.0,3,Medical,1.0,Male,1,Laboratory Technician,Married,25230.0,3.0,Y,13.0,8.0,1,7.0,2.0,2.0,0.0,2.0,4.0,3.0,3.0,3,3,7.16063807531381
3264,3265.0,No,40.0,Travel_Frequently,Research & Development,10.0,4,Medical,1.0,Male,2,Manufacturing Director,Married,65670.0,1.0,Y,13.0,8.0,1,8.0,3.0,8.0,3.0,7.0,3.0,2.0,3.0,4,3,6.3608855650522305
3265,3266.0,No,34.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1.0,Male,3,Healthcare Representative,Married,47390.0,5.0,Y,24.0,8.0,2,6.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3,4,7.914244492337172
3266,3267.0,No,42.0,Travel_Frequently,Research & Development,9.0,4,Medical,1.0,Male,1,Manufacturing Director,Divorced,92080.0,1.0,Y,15.0,8.0,1,24.0,2.0,24.0,14.0,9.0,2.0,4.0,2.0,4,3,7.803479406130271
3267,3268.0,Yes,23.0,Travel_Rarely,Sales,2.0,3,Medical,1.0,Female,4,Manufacturing Director,Married,45590.0,1.0,Y,18.0,8.0,1,1.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,2,3,7.983474499089252
3268,3269.0,No,24.0,Non-Travel,Sales,1.0,5,Marketing,1.0,Female,1,Manufacturing Director,Divorced,81890.0,1.0,Y,14.0,8.0,1,1.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,3,3,6.813900560224087
3269,3270.0,No,52.0,Travel_Rarely,Research & Development,29.0,3,Life Sciences,1.0,Male,2,Manufacturing Director,Married,29420.0,8.0,Y,11.0,8.0,1,9.0,1.0,5.0,1.0,4.0,4.0,3.0,3.0,2,3,6.109673758865246
3270,3271.0,No,50.0,Travel_Rarely,Research & Development,8.0,4,Life Sciences,1.0,Male,2,Sales Executive,Married,49410.0,5.0,Y,11.0,8.0,1,30.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,1,3,6.421843765162541
3271,3272.0,Yes,29.0,Travel_Rarely,Sales,2.0,4,Marketing,1.0,Female,4,Research Scientist,Married,106500.0,1.0,Y,13.0,8.0,2,1.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,4,3,10.668609924026603
3272,3273.0,No,33.0,Travel_Rarely,Research & Development,3.0,4,Life Sciences,1.0,Male,4,Manufacturing Director,Married,59020.0,0.0,Y,12.0,8.0,1,14.0,2.0,13.0,3.0,7.0,3.0,3.0,4.0,3,3,7.0448027898027945
3273,3274.0,Yes,33.0,Travel_Rarely,Research & Development,23.0,5,Life Sciences,1.0,Male,1,Human Resources,Single,86390.0,5.0,Y,16.0,8.0,2,6.0,3.0,3.0,0.0,2.0,1.0,1.0,3.0,2,3,7.963464791952449
3274,3275.0,No,47.0,Travel_Rarely,Research & Development,6.0,4,Other,1.0,Male,2,Manager,Married,63470.0,1.0,Y,14.0,8.0,0,26.0,2.0,26.0,3.0,0.0,3.0,4.0,2.0,4,3,9.543667133520074
3275,3276.0,No,36.0,Travel_Rarely,Sales,6.0,3,Medical,1.0,Female,2,Sales Executive,Married,42000.0,0.0,Y,22.0,8.0,0,10.0,3.0,9.0,0.0,5.0,3.0,2.0,3.0,3,4,7.685820548582053
3276,3277.0,No,29.0,Travel_Rarely,Research & Development,10.0,3,Other,1.0,Male,1,Research Scientist,Married,34520.0,1.0,Y,11.0,8.0,0,10.0,3.0,10.0,0.0,7.0,3.0,3.0,3.0,2,3,7.6831859903381625
3277,3278.0,Yes,58.0,Travel_Rarely,Research & Development,24.0,3,Other,1.0,Female,2,Research Scientist,Single,43170.0,7.0,Y,17.0,8.0,0,40.0,2.0,31.0,13.0,8.0,4.0,2.0,3.0,3,3,8.926272749042143
3278,3279.0,No,35.0,Travel_Rarely,Sales,10.0,4,Marketing,1.0,Female,1,Research Scientist,Single,26320.0,3.0,Y,13.0,8.0,3,7.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4,3,7.792069383794274
3279,3280.0,No,42.0,Travel_Rarely,Sales,15.0,1,Marketing,1.0,Male,2,Laboratory Technician,Married,46680.0,9.0,Y,18.0,8.0,2,8.0,2.0,4.0,0.0,2.0,4.0,4.0,3.0,3,3,10.508887731481487
3280,3281.0,Yes,28.0,Travel_Rarely,Research & Development,19.0,4,Medical,1.0,Female,2,Sales Executive,Single,32040.0,6.0,Y,16.0,8.0,1,5.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2,3,6.249610419548182
3281,3282.0,No,36.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Male,2,Healthcare Representative,Married,27200.0,4.0,Y,14.0,8.0,1,8.0,3.0,5.0,0.0,4.0,3.0,2.0,3.0,3,3,6.5906102003642975
3282,3283.0,No,32.0,Travel_Rarely,Research & Development,3.0,1,Medical,1.0,Male,2,Manufacturing Director,Married,171810.0,1.0,Y,14.0,8.0,0,14.0,2.0,14.0,6.0,8.0,3.0,3.0,3.0,2,3,7.996312382297551
3283,3284.0,No,40.0,Travel_Frequently,Sales,9.0,3,Marketing,1.0,Male,3,Manufacturing Director,Single,22380.0,6.0,Y,14.0,8.0,0,10.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,3,3,6.904626113455223
3284,3285.0,No,30.0,Travel_Rarely,Research & Development,7.0,3,Technical Degree,1.0,Male,2,Research Director,Single,14830.0,5.0,Y,13.0,8.0,0,12.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,3,3,9.370607856810782
3285,3286.0,No,45.0,Travel_Rarely,Research & Development,10.0,4,Life Sciences,1.0,Male,1,Research Director,Single,56050.0,1.0,Y,12.0,8.0,2,1.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,3,3,6.5988105117565725
3286,3287.0,No,42.0,Travel_Rarely,Research & Development,20.0,2,Medical,1.0,Male,2,Sales Representative,Married,72950.0,1.0,Y,15.0,8.0,0,10.0,3.0,9.0,7.0,8.0,2.0,2.0,2.0,3,3,7.6141322412155725
3287,3288.0,No,38.0,Travel_Frequently,Sales,4.0,3,Medical,1.0,Male,2,Research Scientist,Divorced,23060.0,2.0,Y,19.0,8.0,1,13.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,3,3,7.583628618113909
3288,3289.0,No,34.0,Travel_Frequently,Research & Development,7.0,4,Life Sciences,1.0,Male,3,Laboratory Technician,Single,23480.0,1.0,Y,14.0,8.0,1,6.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,3,3,6.900036730945826
3289,3290.0,Yes,49.0,Travel_Rarely,Sales,7.0,2,Life Sciences,1.0,Female,2,Healthcare Representative,Married,89980.0,1.0,Y,14.0,8.0,2,9.0,2.0,9.0,7.0,7.0,3.0,4.0,4.0,4,3,6.285461744639375
3290,3291.0,Yes,55.0,Travel_Rarely,Human Resources,16.0,3,Technical Degree,1.0,Male,4,Manufacturing Director,Single,43190.0,4.0,Y,11.0,8.0,0,12.0,3.0,9.0,7.0,3.0,3.0,4.0,2.0,4,3,6.378344346549192
3291,3292.0,No,43.0,Travel_Rarely,Research & Development,25.0,2,Medical,1.0,Male,2,Healthcare Representative,Married,61320.0,6.0,Y,13.0,8.0,0,22.0,3.0,4.0,1.0,0.0,2.0,1.0,3.0,2,3,7.298232738911754
3292,3293.0,No,27.0,Travel_Rarely,Sales,2.0,4,Medical,1.0,Male,2,Manager,Divorced,33460.0,1.0,Y,21.0,8.0,1,9.0,2.0,9.0,0.0,8.0,3.0,4.0,3.0,2,4,10.484794061302686
3293,3294.0,No,35.0,Travel_Rarely,Research & Development,1.0,3,Medical,1.0,Male,1,Research Director,Single,108550.0,3.0,Y,13.0,8.0,1,17.0,2.0,8.0,1.0,6.0,3.0,3.0,4.0,3,3,7.007824675324678
3294,3295.0,No,28.0,Travel_Rarely,Sales,1.0,2,Technical Degree,1.0,Female,1,Sales Executive,Married,22310.0,1.0,Y,12.0,8.0,0,8.0,3.0,8.0,7.0,5.0,2.0,2.0,3.0,2,3,9.899078884078888
3295,3296.0,No,34.0,Travel_Rarely,Sales,2.0,5,Life Sciences,1.0,Male,4,Research Scientist,Married,23230.0,0.0,Y,17.0,8.0,0,4.0,2.0,3.0,0.0,2.0,3.0,4.0,1.0,3,3,6.877794540229885
3296,3297.0,Yes,26.0,Travel_Frequently,Research & Development,22.0,4,Other,1.0,Female,1,Sales Executive,Married,20240.0,1.0,Y,23.0,8.0,0,8.0,2.0,8.0,1.0,7.0,3.0,3.0,3.0,3,4,8.024657287157291
3297,3298.0,No,27.0,Non-Travel,Sales,1.0,3,Technical Degree,1.0,Female,1,Sales Executive,Married,27130.0,1.0,Y,11.0,8.0,0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,3,3,7.299756944444447
3298,3299.0,No,51.0,Travel_Rarely,Sales,16.0,3,Medical,1.0,Male,3,Research Scientist,Married,94390.0,2.0,Y,15.0,8.0,3,29.0,0.0,20.0,4.0,17.0,1.0,3.0,2.0,3,3,6.11052977027661
3299,3300.0,No,44.0,Travel_Rarely,Sales,24.0,5,Medical,1.0,Female,1,Sales Executive,Single,25660.0,9.0,Y,11.0,8.0,1,10.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,3,3,6.288274231678484
3300,3301.0,No,25.0,Travel_Rarely,Research & Development,17.0,3,Medical,1.0,Male,1,Laboratory Technician,Single,199260.0,7.0,Y,11.0,8.0,3,6.0,5.0,4.0,0.0,1.0,1.0,1.0,2.0,4,3,6.39866619784341
3301,3302.0,No,33.0,Travel_Rarely,Research & Development,8.0,4,Life Sciences,1.0,Male,3,Laboratory Technician,Divorced,24510.0,1.0,Y,13.0,8.0,1,9.0,3.0,9.0,0.0,8.0,1.0,1.0,3.0,2,3,5.992264775413713
3302,3303.0,No,35.0,Travel_Rarely,Sales,6.0,4,Medical,1.0,Female,2,Manager,Single,94190.0,1.0,Y,24.0,8.0,1,6.0,5.0,6.0,1.0,1.0,3.0,1.0,2.0,2,4,6.915613526570049
3303,3304.0,No,36.0,Travel_Rarely,Sales,10.0,4,Marketing,1.0,Male,3,Manager,Married,86860.0,1.0,Y,13.0,8.0,0,18.0,2.0,18.0,4.0,11.0,2.0,4.0,2.0,3,3,9.690696818613489
3304,3305.0,No,32.0,Travel_Rarely,Research & Development,3.0,4,Medical,1.0,Female,4,Sales Executive,Divorced,30380.0,2.0,Y,20.0,8.0,0,8.0,3.0,5.0,0.0,3.0,2.0,4.0,2.0,3,4,7.82750922083909
3305,3306.0,No,30.0,Travel_Frequently,Research & Development,4.0,5,Medical,1.0,Male,5,Sales Representative,Divorced,30580.0,9.0,Y,14.0,8.0,1,10.0,2.0,5.0,0.0,3.0,2.0,4.0,2.0,3,3,6.400223192624936
3306,3307.0,No,53.0,Travel_Rarely,Sales,6.0,3,Marketing,1.0,Male,4,Sales Executive,Married,23250.0,7.0,Y,18.0,8.0,1,35.0,1.0,5.0,0.0,4.0,1.0,4.0,3.0,4,3,10.413876518218627
3307,3308.0,No,45.0,Travel_Rarely,Research & Development,1.0,5,Technical Degree,1.0,Male,2,Healthcare Representative,Divorced,20880.0,4.0,Y,15.0,8.0,3,18.0,2.0,5.0,0.0,2.0,4.0,1.0,3.0,3,3,8.501261574074073
3308,3309.0,No,32.0,Travel_Rarely,Sales,10.0,3,Marketing,1.0,Female,1,Human Resources,Married,30720.0,5.0,Y,12.0,8.0,0,9.0,4.0,5.0,1.0,3.0,3.0,3.0,2.0,1,3,6.597560226155357
3309,3310.0,No,52.0,Travel_Frequently,Research & Development,1.0,1,Life Sciences,1.0,Male,2,Laboratory Technician,Married,50060.0,3.0,Y,16.0,8.0,1,31.0,2.0,9.0,0.0,0.0,3.0,4.0,3.0,3,3,7.587263418079104
3310,3311.0,No,37.0,Travel_Rarely,Sales,24.0,2,Life Sciences,1.0,Female,4,Laboratory Technician,Divorced,42570.0,4.0,Y,15.0,8.0,0,9.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,3,3,6.080773979107313
3311,3312.0,No,28.0,Travel_Rarely,Research & Development,21.0,4,Life Sciences,1.0,Female,1,Healthcare Representative,Divorced,25000.0,1.0,Y,16.0,8.0,2,6.0,3.0,5.0,0.0,4.0,2.0,4.0,3.0,3,3,6.343983918128658
3312,3313.0,No,22.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1.0,Male,1,Sales Representative,Married,11020.0,6.0,Y,19.0,8.0,0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2,3,6.5201775956284145
3313,3314.0,No,44.0,Travel_Rarely,Research & Development,22.0,3,Medical,1.0,Female,1,Laboratory Technician,Married,104530.0,2.0,Y,11.0,8.0,1,10.0,2.0,3.0,0.0,2.0,1.0,4.0,2.0,3,3,10.969163292847501
3314,3315.0,No,42.0,Travel_Frequently,Sales,13.0,4,Life Sciences,1.0,Female,2,Laboratory Technician,Single,22880.0,5.0,Y,16.0,8.0,1,8.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2,3,7.997912632549558
3315,3316.0,No,36.0,Travel_Rarely,Research & Development,14.0,3,Other,1.0,Male,2,Research Scientist,Married,39290.0,0.0,Y,24.0,8.0,0,6.0,6.0,5.0,0.0,3.0,1.0,1.0,3.0,2,4,7.627617880485533
3316,3317.0,No,25.0,Travel_Rarely,Sales,11.0,3,Life Sciences,1.0,Female,1,Laboratory Technician,Married,23110.0,1.0,Y,11.0,8.0,1,5.0,2.0,5.0,0.0,3.0,3.0,1.0,3.0,3,3,10.406759637188204
3317,3318.0,No,35.0,Travel_Rarely,Research & Development,9.0,2,Life Sciences,1.0,Female,1,Healthcare Representative,Married,31400.0,1.0,Y,13.0,8.0,1,17.0,2.0,17.0,5.0,15.0,4.0,3.0,3.0,2,3,8.78671918767507
3318,3319.0,Yes,35.0,Travel_Frequently,Sales,8.0,2,Marketing,1.0,Female,1,Laboratory Technician,Divorced,36900.0,1.0,Y,13.0,8.0,1,10.0,2.0,10.0,7.0,8.0,4.0,2.0,2.0,4,3,9.962005029721077
3319,3320.0,No,32.0,Non-Travel,Research & Development,21.0,3,Life Sciences,1.0,Male,1,Sales Executive,Divorced,44500.0,0.0,Y,13.0,8.0,0,4.0,3.0,3.0,0.0,2.0,4.0,4.0,3.0,3,3,7.890476694915258
3320,3321.0,No,25.0,Travel_Rarely,Sales,5.0,3,Marketing,1.0,Female,4,Research Scientist,Married,27560.0,1.0,Y,12.0,8.0,2,5.0,2.0,5.0,0.0,3.0,3.0,1.0,4.0,3,3,7.807816764132551
3321,3322.0,No,49.0,Travel_Rarely,Sales,9.0,3,Technical Degree,1.0,Female,2,Sales Representative,Married,190330.0,2.0,Y,18.0,8.0,1,7.0,5.0,4.0,0.0,2.0,3.0,1.0,3.0,3,3,7.488967911877396
3322,3323.0,No,24.0,Non-Travel,Research & Development,2.0,5,Technical Degree,1.0,Male,2,Healthcare Representative,Married,187220.0,0.0,Y,22.0,8.0,1,6.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,3,4,7.586379184861721
3323,3324.0,No,32.0,Travel_Frequently,Research & Development,12.0,5,Medical,1.0,Male,1,Research Scientist,Married,95470.0,1.0,Y,13.0,8.0,1,10.0,3.0,10.0,5.0,3.0,2.0,2.0,3.0,2,3,6.822150500910748
3324,3325.0,No,38.0,Travel_Rarely,Sales,22.0,2,Medical,1.0,Male,1,Sales Executive,Married,137340.0,0.0,Y,13.0,8.0,0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4,3,7.005576563958923
3325,3326.0,No,42.0,Travel_Rarely,Research & Development,18.0,1,Technical Degree,1.0,Female,2,Research Scientist,Married,199990.0,2.0,Y,23.0,8.0,1,17.0,6.0,5.0,1.0,3.0,3.0,4.0,2.0,3,4,9.61358806404658
3326,3327.0,No,31.0,Travel_Rarely,Research & Development,16.0,3,Life Sciences,1.0,Female,3,Sales Executive,Married,22790.0,3.0,Y,12.0,8.0,1,8.0,3.0,6.0,0.0,2.0,4.0,4.0,3.0,3,3,10.09712446351932
3327,3328.0,Yes,29.0,Travel_Rarely,Sales,3.0,3,Marketing,1.0,Male,3,Laboratory Technician,Divorced,59160.0,6.0,Y,12.0,8.0,0,5.0,2.0,3.0,0.0,2.0,2.0,3.0,3.0,3,3,9.37634633569741
3328,3329.0,No,53.0,Travel_Rarely,Research & Development,9.0,3,Life Sciences,1.0,Male,1,Sales Representative,Married,20890.0,5.0,Y,16.0,8.0,0,28.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2,3,6.390003591954024
3329,3330.0,No,35.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Male,3,Healthcare Representative,Married,167920.0,3.0,Y,12.0,8.0,1,16.0,3.0,13.0,4.0,8.0,4.0,2.0,3.0,4,3,7.074260828625241
3330,3331.0,No,37.0,Travel_Frequently,Research & Development,13.0,4,Life Sciences,1.0,Female,3,Human Resources,Married,35640.0,5.0,Y,11.0,8.0,0,10.0,1.0,5.0,0.0,0.0,3.0,4.0,3.0,1,3,7.37062528577961
3331,3332.0,No,53.0,Travel_Rarely,Research & Development,1.0,1,Medical,1.0,Male,1,Sales Executive,Single,44250.0,6.0,Y,22.0,8.0,1,33.0,2.0,12.0,3.0,8.0,4.0,4.0,3.0,4,4,6.700677591817756
3332,3333.0,No,43.0,Travel_Frequently,Research & Development,1.0,3,Medical,1.0,Male,1,Laboratory Technician,Married,52650.0,4.0,Y,11.0,8.0,1,12.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,3,3,7.623434012615232
3333,3334.0,No,47.0,Travel_Rarely,Sales,15.0,4,Marketing,1.0,Female,3,Research Director,Married,65530.0,0.0,Y,15.0,8.0,0,8.0,2.0,7.0,7.0,7.0,3.0,4.0,3.0,3,3,10.684698017519594
